Order ID,Order Date,Sales,Discount,Customer Name,Segment,Region,Sub-Category,Marketing Spend,CustomerID
US-2015-150630,2015-09-17,15.76,0.2,Tracy Blumstein,Consumer,East,Art,1.5568958690902652,
CA-2017-107727,2017-10-19,29.472,0.2,Matt Abelman,Home Office,Central,Paper,1.9687820970422738,
CA-2016-117590,2016-12-08,1097.544,0.2,Gene Hale,Corporate,Central,Phones,214.72008947120463,
CA-2016-117590,2016-12-08,190.92,0.6,Gene Hale,Corporate,Central,Furnishings,37.54839549525107,
CA-2015-117415,2015-12-27,113.328,0.2,Steve Nguyen,Home Office,Central,Envelopes,22.536730974441678,
CA-2015-117415,2015-12-27,532.3992,0.32,Steve Nguyen,Home Office,Central,Bookcases,121.39070008007978,
CA-2015-117415,2015-12-27,212.058,0.3,Steve Nguyen,Home Office,Central,Chairs,48.53506263323659,
CA-2015-117415,2015-12-27,371.168,0.2,Steve Nguyen,Home Office,Central,Phones,39.21992167146859,
CA-2017-120999,2017-09-10,147.168,0.2,Linda Cazamias,Corporate,Central,Phones,19.42677117938626,
CA-2016-101343,2016-07-17,77.88,0.0,Ruben Ausman,Corporate,West,Storage,7.041581822864739,
CA-2017-139619,2017-09-19,95.616,0.2,Erin Smith,Corporate,South,Storage,17.129739011281703,
CA-2016-118255,2016-03-11,45.98,0.0,Odella Nelson,Corporate,Central,Accessories,3.9036813073310572,
CA-2016-118255,2016-03-11,17.46,0.0,Odella Nelson,Corporate,Central,Binders,2.470202341249341,
CA-2014-146703,2014-10-20,211.96,0.0,Patrick O'Donnell,Consumer,Central,Storage,14.730076376423487,
CA-2016-169194,2016-06-20,45.0,0.0,Lena Hernandez,Consumer,East,Accessories,6.516593341717926,
CA-2016-169194,2016-06-20,21.8,0.0,Lena Hernandez,Consumer,East,Phones,1.4337755453818826,
CA-2015-115742,2015-04-18,38.22,0.0,Darren Powers,Consumer,Central,Binders,8.723244636454737,
CA-2015-115742,2015-04-18,75.18,0.0,Darren Powers,Consumer,Central,Labels,6.989899242119137,
CA-2015-115742,2015-04-18,6.16,0.0,Darren Powers,Consumer,Central,Furnishings,0.6017321508577823,
CA-2015-115742,2015-04-18,89.99,0.0,Darren Powers,Consumer,Central,Chairs,7.238312376351382,
CA-2016-105816,2016-12-11,15.26,0.0,Janet Molinari,Corporate,East,Fasteners,2.615100042686362,
CA-2016-105816,2016-12-11,1029.95,0.0,Janet Molinari,Corporate,East,Phones,86.14348402383514,
CA-2016-111682,2016-06-17,208.56,0.0,Ted Butterfield,Consumer,East,Storage,27.90137151275124,
CA-2016-111682,2016-06-17,32.4,0.0,Ted Butterfield,Consumer,East,Paper,5.331817525781992,
CA-2016-111682,2016-06-17,319.41,0.1,Ted Butterfield,Consumer,East,Chairs,25.397766357634357,
CA-2016-111682,2016-06-17,14.56,0.0,Ted Butterfield,Consumer,East,Paper,2.4859197422691026,
CA-2016-111682,2016-06-17,30.0,0.0,Ted Butterfield,Consumer,East,Accessories,4.6666675536681925,
CA-2016-111682,2016-06-17,48.48,0.2,Ted Butterfield,Consumer,East,Binders,6.815972489704721,
CA-2016-111682,2016-06-17,1.68,0.0,Ted Butterfield,Consumer,East,Art,0.17701706694124303,
CA-2015-135545,2015-11-24,13.98,0.0,Kunst Miller,Consumer,West,Accessories,2.7739730867316195,
CA-2015-135545,2015-11-24,25.824,0.2,Kunst Miller,Consumer,West,Binders,3.313550712461694,
CA-2015-135545,2015-11-24,146.73,0.0,Kunst Miller,Consumer,West,Paper,13.451008783849698,
CA-2015-135545,2015-11-24,79.76,0.0,Kunst Miller,Consumer,West,Furnishings,15.049825254479025,
US-2015-164175,2015-04-30,213.115,0.3,Paul Stevenson,Home Office,Central,Chairs,17.923675051733962,
CA-2014-106376,2014-12-05,1113.024,0.2,Brendan Sweed,Corporate,West,Art,182.09645604435022,
CA-2014-106376,2014-12-05,167.968,0.2,Brendan Sweed,Corporate,West,Phones,28.427485803397815,
CA-2016-119823,2016-06-04,75.88,0.0,Karen Daniels,Consumer,South,Paper,9.081782393511842,
CA-2016-106075,2016-09-18,4.616,0.2,Henry MacAllister,Consumer,East,Binders,0.4354902893729839,
CA-2017-114440,2017-09-14,19.05,0.0,Tracy Blumstein,Consumer,Central,Paper,1.5020792265990315,
US-2015-134026,2015-04-26,831.936,0.2,Joel Eaton,Consumer,South,Chairs,133.84304510920205,
US-2015-134026,2015-04-26,97.04,0.2,Joel Eaton,Consumer,South,Furnishings,9.227375222158885,
US-2015-134026,2015-04-26,72.784,0.2,Joel Eaton,Consumer,South,Storage,8.54138058028566,
US-2017-118038,2017-12-09,1.248,0.8,Ken Brennan,Corporate,Central,Binders,0.2859198024429765,
US-2017-118038,2017-12-09,9.708,0.6,Ken Brennan,Corporate,Central,Furnishings,0.897993694130559,
US-2017-118038,2017-12-09,27.24,0.2,Ken Brennan,Corporate,Central,Storage,3.3699555989614396,
US-2014-147606,2014-11-26,19.3,0.6,Joel Eaton,Consumer,Central,Furnishings,3.3822761686956695,
CA-2016-127208,2016-06-12,208.16,0.0,Stewart Carmichael,Corporate,South,Appliances,26.373413017964477,
CA-2016-127208,2016-06-12,16.74,0.0,Stewart Carmichael,Corporate,South,Binders,2.9974225180820837,
CA-2014-139451,2014-10-12,14.9,0.0,Duane Noonan,Consumer,West,Art,0.9308020202770457,
CA-2014-139451,2014-10-12,21.39,0.0,Duane Noonan,Consumer,West,Storage,2.0992704315232267,
CA-2015-149734,2015-09-03,200.984,0.2,Julie Creighton,Corporate,South,Envelopes,15.702959827015988,
US-2017-119662,2017-11-13,230.376,0.2,Christopher Schild,Home Office,Central,Storage,38.390524883358914,
CA-2017-140088,2017-05-28,301.96,0.0,Patrick O'Donnell,Consumer,South,Chairs,49.06246248627194,
CA-2017-155558,2017-10-26,19.99,0.0,Paul Gonzalez,Consumer,Central,Accessories,2.50194754049168,
CA-2017-155558,2017-10-26,6.16,0.0,Paul Gonzalez,Consumer,Central,Labels,0.9494778720758987,
CA-2016-159695,2016-04-05,158.368,0.2,Gary Mitchum,Home Office,Central,Storage,13.43193912698049,
CA-2016-109806,2016-09-17,20.1,0.0,Jim Sink,Corporate,West,Art,2.951419805864114,
CA-2016-109806,2016-09-17,73.584,0.2,Jim Sink,Corporate,West,Phones,10.829760453366701,
CA-2016-109806,2016-09-17,6.48,0.0,Jim Sink,Corporate,West,Paper,0.6840964799885836,
CA-2015-149587,2015-01-31,12.96,0.0,Karl Braun,Consumer,Central,Paper,0.9506325169522672,
CA-2015-149587,2015-01-31,53.34,0.0,Karl Braun,Consumer,Central,Furnishings,8.457099798995161,
CA-2015-149587,2015-01-31,32.96,0.0,Karl Braun,Consumer,Central,Binders,1.844476111364278,
US-2017-109484,2017-11-06,5.682,0.7,Roger Barcio,Home Office,West,Binders,1.3778104764952526,
CA-2017-161018,2017-11-09,96.53,0.0,Parhena Norris,Home Office,East,Furnishings,10.138879474125487,
CA-2017-157833,2017-06-17,51.312,0.2,Katherine Ducich,Consumer,West,Binders,9.74843056317652,
CA-2016-149223,2016-09-06,77.88,0.0,Elpida Rittenbach,Corporate,Central,Appliances,13.099314811472762,
CA-2016-158568,2016-08-29,64.624,0.2,Rick Bensley,Home Office,Central,Paper,5.394227953216062,
CA-2016-158568,2016-08-29,95.976,0.2,Rick Bensley,Home Office,Central,Accessories,13.496811140868124,
CA-2016-158568,2016-08-29,1.788,0.8,Rick Bensley,Home Office,Central,Binders,0.32101773411520934,
CA-2016-129903,2016-12-01,23.92,0.0,Gary Zandusky,Consumer,Central,Paper,5.355886614945798,
US-2015-156867,2015-11-13,238.896,0.2,Lena Cacioppo,Consumer,West,Accessories,51.100536021542354,
US-2015-156867,2015-11-13,102.36,0.2,Lena Cacioppo,Consumer,West,Furnishings,19.40723211282453,
US-2015-156867,2015-11-13,36.882,0.7,Lena Cacioppo,Consumer,West,Binders,4.802753560609226,
CA-2017-119004,2017-11-23,74.112,0.2,Janet Martin,Consumer,South,Accessories,8.050899294596329,
CA-2017-119004,2017-11-23,27.992,0.2,Janet Martin,Consumer,South,Phones,2.5658684778170446,
CA-2017-119004,2017-11-23,3.304,0.2,Janet Martin,Consumer,South,Art,0.4516749027056364,
CA-2015-129476,2015-10-15,339.96,0.2,Pete Armstrong,Home Office,Central,Accessories,56.553404931767666,
CA-2017-146780,2017-12-25,41.96,0.0,Cynthia Voltz,Corporate,East,Furnishings,7.160430684051655,
CA-2016-128867,2016-11-03,75.96,0.0,Clay Ludtke,Consumer,Central,Art,9.825972103719417,
CA-2016-128867,2016-11-03,27.24,0.0,Clay Ludtke,Consumer,Central,Binders,3.1305068234354394,
CA-2014-115259,2014-08-25,40.096,0.2,Ryan Crowe,Consumer,East,Fasteners,5.966748569692998,
CA-2014-115259,2014-08-25,4.72,0.2,Ryan Crowe,Consumer,East,Envelopes,0.7274491274876836,
CA-2014-115259,2014-08-25,23.976,0.2,Ryan Crowe,Consumer,East,Paper,2.342130223471431,
CA-2014-115259,2014-08-25,130.464,0.2,Ryan Crowe,Consumer,East,Envelopes,19.875923779067328,
CA-2015-110457,2015-03-02,787.53,0.0,Dave Kipp,Consumer,West,Tables,51.80300634857681,
US-2015-136476,2015-04-05,157.794,0.7,Greg Guthrie,Corporate,South,Binders,21.989927272580793,
CA-2016-103730,2016-06-12,47.04,0.0,Steven Cartwright,Consumer,East,Furnishings,6.538433303831506,
CA-2016-103730,2016-06-12,30.84,0.0,Steven Cartwright,Consumer,East,Binders,4.064509137731314,
CA-2016-103730,2016-06-12,226.56,0.0,Steven Cartwright,Consumer,East,Storage,30.18797993442586,
CA-2016-103730,2016-06-12,115.02,0.0,Steven Cartwright,Consumer,East,Envelopes,7.646302541960264,
CA-2016-103730,2016-06-12,68.04,0.0,Steven Cartwright,Consumer,East,Phones,4.194380910504268,
US-2014-152030,2014-12-26,600.558,0.3,Alan Dominguez,Home Office,Central,Chairs,98.6359883573051,
US-2014-134614,2014-09-20,617.7,0.5,Philip Fox,Consumer,Central,Tables,41.28508098211021,
US-2017-107272,2017-11-05,2.388,0.7,Troy Staebel,Consumer,West,Binders,0.5847863818182092,
US-2017-107272,2017-11-05,243.992,0.2,Troy Staebel,Consumer,West,Storage,24.480513549091004,
US-2016-125969,2016-11-06,81.424,0.2,Lindsay Shagiari,Home Office,West,Chairs,9.903359541262464,
US-2016-125969,2016-11-06,238.56,0.0,Lindsay Shagiari,Home Office,West,Furnishings,40.36124595677328,
US-2017-164147,2017-02-02,59.97,0.4,Dorothy Wardle,Corporate,East,Phones,7.717776142667848,
US-2017-164147,2017-02-02,78.304,0.2,Dorothy Wardle,Corporate,East,Paper,5.553729751604288,
US-2017-164147,2017-02-02,21.456,0.2,Dorothy Wardle,Corporate,East,Fasteners,1.439148839573097,
CA-2016-145583,2016-10-13,20.04,0.0,Lena Creighton,Consumer,West,Paper,1.2950150706972678,
CA-2016-145583,2016-10-13,35.44,0.0,Lena Creighton,Consumer,West,Paper,2.136335854821261,
CA-2016-145583,2016-10-13,11.52,0.0,Lena Creighton,Consumer,West,Art,1.9795467777379026,
CA-2016-145583,2016-10-13,4.02,0.0,Lena Creighton,Consumer,West,Fasteners,0.2978542763514076,
CA-2016-145583,2016-10-13,76.176,0.2,Lena Creighton,Consumer,West,Binders,7.640279817087864,
CA-2016-145583,2016-10-13,65.88,0.0,Lena Creighton,Consumer,West,Supplies,12.994730693228572,
CA-2016-145583,2016-10-13,43.12,0.0,Lena Creighton,Consumer,West,Furnishings,4.8459409388204735,
CA-2016-110366,2016-09-05,82.8,0.2,Jonathan Doherty,Corporate,East,Furnishings,11.175030476880996,
CA-2017-106180,2017-09-18,8.82,0.0,Sally Hughsby,Corporate,West,Art,1.431510564419198,
CA-2017-106180,2017-09-18,10.86,0.0,Sally Hughsby,Corporate,West,Envelopes,0.7485849220186735,
CA-2017-106180,2017-09-18,143.7,0.0,Sally Hughsby,Corporate,West,Paper,18.662630198805306,
CA-2017-155376,2017-12-22,839.43,0.0,Sandra Glassco,Consumer,Central,Appliances,153.7654816010645,
CA-2015-110744,2015-09-07,671.93,0.0,Helen Andreada,Consumer,West,Storage,92.4758408528783,
CA-2014-110072,2014-10-22,93.888,0.2,Maureen Gastineau,Home Office,East,Furnishings,14.665391654042454,
CA-2016-114489,2016-12-05,384.45,0.0,Justin Ellison,Corporate,Central,Phones,71.02972805942697,
CA-2016-114489,2016-12-05,149.97,0.0,Justin Ellison,Corporate,Central,Phones,29.68487610769578,
CA-2016-114489,2016-12-05,1951.84,0.0,Justin Ellison,Corporate,Central,Chairs,257.00166682059006,
CA-2016-114489,2016-12-05,171.55,0.0,Justin Ellison,Corporate,Central,Binders,31.532986869692724,
CA-2016-158834,2016-03-13,157.92,0.2,Tamara Willingham,Home Office,West,Appliances,22.682084640126696,
CA-2016-158834,2016-03-13,203.184,0.2,Tamara Willingham,Home Office,West,Phones,22.29776458835283,
CA-2015-124919,2015-05-31,58.38,0.0,Stephanie Phelps,Corporate,West,Paper,8.514106715698956,
CA-2015-124919,2015-05-31,105.52,0.0,Stephanie Phelps,Corporate,West,Paper,16.299316703751042,
CA-2015-124919,2015-05-31,80.88,0.0,Stephanie Phelps,Corporate,West,Storage,5.882685259736846,
CA-2015-118948,2015-05-28,6.63,0.0,Neil Knudson,Home Office,West,Art,0.7847085423280301,
CA-2014-104269,2014-03-01,457.568,0.2,Dave Brooks,Consumer,West,Chairs,57.05545689062698,
CA-2016-114104,2016-11-20,14.62,0.0,Nora Paige,Consumer,Central,Labels,1.0926775757607077,
CA-2016-114104,2016-11-20,944.93,0.0,Nora Paige,Consumer,Central,Phones,114.88117821294693,
CA-2016-162733,2016-05-11,5.98,0.0,Ted Trevino,Consumer,West,Paper,0.3571482178590487,
CA-2015-119697,2015-12-28,54.384,0.2,Eric Murdock,Consumer,East,Accessories,6.137388238790824,
CA-2016-154508,2016-11-16,28.4,0.0,Ruben Dartt,Consumer,West,Envelopes,5.562142640695189,
CA-2016-113817,2016-11-07,27.68,0.2,Max Jones,Consumer,West,Binders,3.2831769428617643,
CA-2014-139892,2014-09-08,9.936,0.2,Becky Martin,Consumer,Central,Art,1.7370974712312974,
CA-2014-139892,2014-09-08,8159.952,0.4,Becky Martin,Consumer,Central,Machines,874.8365789825554,
CA-2014-139892,2014-09-08,275.928,0.2,Becky Martin,Consumer,Central,Storage,26.410111010334607,
CA-2014-139892,2014-09-08,1740.06,0.3,Becky Martin,Consumer,Central,Chairs,325.2821981879643,
CA-2014-139892,2014-09-08,32.064,0.2,Becky Martin,Consumer,Central,Art,5.872107661484288,
CA-2014-139892,2014-09-08,177.98,0.8,Becky Martin,Consumer,Central,Appliances,25.066004260194266,
CA-2014-139892,2014-09-08,143.976,0.2,Becky Martin,Consumer,Central,Phones,10.337215928454475,
CA-2014-118962,2014-08-05,20.94,0.0,Chad Sievert,Consumer,West,Paper,2.4866112735565555,
CA-2014-118962,2014-08-05,110.96,0.0,Chad Sievert,Consumer,West,Paper,13.247729264359233,
CA-2014-118962,2014-08-05,340.144,0.2,Chad Sievert,Consumer,West,Chairs,45.19496701080512,
US-2014-100853,2014-09-14,52.448,0.8,Jennifer Braxton,Corporate,Central,Appliances,7.288131803213836,
US-2014-100853,2014-09-14,20.16,0.2,Jennifer Braxton,Corporate,Central,Labels,1.278042032842608,
US-2017-152366,2017-04-21,97.264,0.8,Shirley Jackson,Consumer,Central,Appliances,25.178524291945877,
US-2015-101511,2015-11-21,396.802,0.3,Joel Eaton,Consumer,East,Chairs,66.84050655586123,
US-2015-101511,2015-11-21,15.88,0.2,Joel Eaton,Consumer,East,Supplies,2.446686633233101,
CA-2015-137225,2015-12-15,3.28,0.0,Jim Kriz,Home Office,East,Art,0.265980074725578,
CA-2014-166191,2014-12-05,24.816,0.2,David Kendrick,Corporate,Central,Storage,5.604763092428084,
CA-2014-166191,2014-12-05,408.744,0.2,David Kendrick,Corporate,Central,Accessories,83.09612379844488,
CA-2014-158274,2014-11-19,503.96,0.0,Robert Marley,Home Office,South,Phones,70.6743826440446,
CA-2014-158274,2014-11-19,149.95,0.0,Robert Marley,Home Office,South,Phones,19.931586973480297,
CA-2014-158274,2014-11-19,29.0,0.0,Robert Marley,Home Office,South,Accessories,4.8661560382714475,
CA-2016-105018,2016-11-28,7.16,0.0,Sally Knutson,Consumer,East,Binders,0.9420404483120581,
CA-2014-123260,2014-08-26,176.8,0.0,Frank Merwin,Home Office,West,Accessories,15.774088726541988,
CA-2016-157000,2016-07-16,37.224,0.2,Alice McCarthy,Corporate,Central,Storage,5.865838474007476,
CA-2016-157000,2016-07-16,20.016,0.2,Alice McCarthy,Corporate,Central,Paper,2.7800922617128228,
CA-2015-102281,2015-10-12,899.136,0.2,Mark Packer,Home Office,East,Bookcases,109.87340614402292,
CA-2015-102281,2015-10-12,71.76,0.0,Mark Packer,Home Office,East,Phones,10.12537689071113,
CA-2015-102281,2015-10-12,51.84,0.0,Mark Packer,Home Office,East,Paper,9.049942113287303,
CA-2015-102281,2015-10-12,626.352,0.2,Mark Packer,Home Office,East,Bookcases,78.50402243730011,
CA-2015-102281,2015-10-12,19.9,0.0,Mark Packer,Home Office,East,Art,1.2751508551881325,
CA-2015-131457,2015-10-31,14.28,0.0,Mary Zewe,Corporate,West,Envelopes,1.2588062696923612,
CA-2014-140004,2014-03-21,7.408,0.2,Cassandra Brandow,Consumer,East,Art,1.1186635104039089,
CA-2014-140004,2014-03-21,6.048,0.2,Cassandra Brandow,Consumer,East,Art,0.9000723272068675,
CA-2017-107720,2017-11-06,46.26,0.0,Valerie Mitchum,Home Office,East,Storage,6.47121899961312,
US-2017-124303,2017-07-06,2.946,0.7,Fred Hopkins,Corporate,East,Binders,0.6179068490802265,
US-2017-124303,2017-07-06,16.056,0.2,Fred Hopkins,Corporate,East,Paper,1.4047705955299492,
CA-2017-105074,2017-06-24,21.744,0.2,Maria Bertelson,Consumer,East,Paper,4.089790075940263,
CA-2014-133690,2014-08-03,218.75,0.5,Bruce Stewart,Consumer,West,Tables,44.43625964997446,
CA-2014-133690,2014-08-03,2.6,0.2,Bruce Stewart,Consumer,West,Appliances,0.32644263007064156,
US-2017-116701,2017-12-17,66.284,0.8,Logan Currie,Consumer,Central,Appliances,12.500576018746388,
CA-2017-126382,2017-06-03,35.168,0.2,Heather Kirkland,Corporate,South,Furnishings,5.712932287649901,
CA-2017-108329,2017-12-09,444.768,0.2,Laurel Elliston,Consumer,West,Phones,75.0232201046693,
CA-2017-135860,2017-12-01,83.92,0.0,Joseph Holt,Consumer,Central,Storage,10.384944346961557,
CA-2017-135860,2017-12-01,131.98,0.0,Joseph Holt,Consumer,Central,Phones,29.52997352617458,
CA-2017-135860,2017-12-01,15.92,0.0,Joseph Holt,Consumer,Central,Binders,3.454324996872509,
CA-2017-135860,2017-12-01,52.29,0.0,Joseph Holt,Consumer,Central,Fasteners,4.976721037145253,
CA-2017-135860,2017-12-01,91.99,0.0,Joseph Holt,Consumer,Central,Storage,11.1948614123991,
CA-2015-101007,2015-02-09,20.8,0.2,Michael Stewart,Corporate,Central,Accessories,1.2741427214896381,
CA-2015-146262,2015-01-02,23.68,0.2,Victoria Wilson,Corporate,East,Labels,1.6882893337964813,
CA-2015-146262,2015-01-02,452.45,0.5,Victoria Wilson,Corporate,East,Bookcases,53.4708146352632,
CA-2015-146262,2015-01-02,62.982,0.4,Victoria Wilson,Corporate,East,Phones,4.591630199418533,
CA-2015-146262,2015-01-02,1188.0,0.7,Victoria Wilson,Corporate,East,Machines,170.15350099778334,
CA-2015-146262,2015-01-02,89.584,0.2,Victoria Wilson,Corporate,East,Accessories,15.227295975878457,
CA-2016-130162,2016-10-28,93.06,0.0,Jonathan Howell,Consumer,West,Storage,12.144387456740452,
CA-2016-130162,2016-10-28,302.376,0.2,Jonathan Howell,Consumer,West,Phones,66.30575805126118,
CA-2015-169397,2015-12-24,5.584,0.2,Joni Blumstein,Consumer,East,Fasteners,0.7322493962592578,
CA-2015-169397,2015-12-24,22.704,0.2,Joni Blumstein,Consumer,East,Paper,4.70190120315724,
CA-2015-169397,2015-12-24,19.776,0.7,Joni Blumstein,Consumer,East,Binders,5.388488708574912,
CA-2015-169397,2015-12-24,72.704,0.2,Joni Blumstein,Consumer,East,Furnishings,13.646992897671067,
CA-2015-169397,2015-12-24,479.988,0.7,Joni Blumstein,Consumer,East,Machines,97.15778155020391,
CA-2015-169397,2015-12-24,27.168,0.2,Joni Blumstein,Consumer,East,Art,2.2151542925148786,
CA-2015-163055,2015-08-09,2.2,0.0,David Smith,Corporate,Central,Art,0.12608311115635487,
CA-2015-163055,2015-08-09,622.45,0.0,David Smith,Corporate,Central,Tables,90.05317409527186,
CA-2015-163055,2015-08-09,21.98,0.0,David Smith,Corporate,Central,Storage,1.7689723959859105,
US-2015-145436,2015-02-28,161.568,0.2,Valerie Dominguez,Consumer,South,Chairs,15.158628437408275,
US-2015-145436,2015-02-28,389.696,0.2,Valerie Dominguez,Consumer,South,Chairs,37.548495222228574,
US-2014-156216,2014-09-13,18.648,0.7,Erin Ashbrook,Corporate,South,Binders,3.3382821734563337,
US-2017-100930,2017-04-07,233.86,0.45,Christopher Schild,Home Office,South,Tables,51.89805872975129,
US-2017-100930,2017-04-07,620.6145,0.45,Christopher Schild,Home Office,South,Tables,133.3572255810293,
US-2017-100930,2017-04-07,5.328,0.7,Christopher Schild,Home Office,South,Binders,0.42838695228749357,
US-2017-100930,2017-04-07,258.072,0.2,Christopher Schild,Home Office,South,Furnishings,16.481884354851925,
US-2017-100930,2017-04-07,617.976,0.2,Christopher Schild,Home Office,South,Accessories,85.55970426148578,
CA-2017-160514,2017-11-12,10.56,0.0,David Bremer,Corporate,West,Paper,1.4230724167313582,
CA-2016-157749,2016-06-04,25.92,0.2,Ken Lonsdale,Consumer,Central,Paper,4.183625613300111,
CA-2016-157749,2016-06-04,419.68,0.6,Ken Lonsdale,Consumer,Central,Furnishings,37.148539539924556,
CA-2016-157749,2016-06-04,11.688,0.6,Ken Lonsdale,Consumer,Central,Furnishings,1.0932114635902512,
CA-2016-157749,2016-06-04,31.984,0.2,Ken Lonsdale,Consumer,Central,Phones,1.8563137418750122,
CA-2016-157749,2016-06-04,177.225,0.5,Ken Lonsdale,Consumer,Central,Tables,26.142022931988684,
CA-2016-157749,2016-06-04,4.044,0.6,Ken Lonsdale,Consumer,Central,Furnishings,0.36426867685398007,
CA-2016-157749,2016-06-04,7.408,0.2,Ken Lonsdale,Consumer,Central,Art,1.445371329628493,
CA-2014-131926,2014-06-01,2001.86,0.0,Dianna Wilson,Home Office,Central,Chairs,235.9613686512116,
CA-2014-131926,2014-06-01,166.72,0.0,Dianna Wilson,Home Office,Central,Storage,25.850034015286795,
CA-2014-131926,2014-06-01,47.88,0.0,Dianna Wilson,Home Office,Central,Paper,4.262362726933733,
CA-2014-131926,2014-06-01,1503.25,0.0,Dianna Wilson,Home Office,Central,Appliances,194.29399785321573,
CA-2014-131926,2014-06-01,25.92,0.0,Dianna Wilson,Home Office,Central,Paper,2.11511916677659,
CA-2016-154739,2016-12-10,321.568,0.2,Logan Haushalter,Consumer,West,Chairs,59.20510364418197,
CA-2016-145625,2016-09-11,7.61,0.0,Kelly Collister,Consumer,West,Paper,0.8140564086558939,
CA-2016-145625,2016-09-11,3347.37,0.0,Kelly Collister,Consumer,West,Accessories,316.5404767888992,
CA-2016-146941,2016-12-10,80.58,0.0,Delfina Latchford,Consumer,East,Storage,12.552954673023452,
CA-2016-146941,2016-12-10,361.92,0.0,Delfina Latchford,Consumer,East,Envelopes,65.32507426922179,
US-2015-159982,2015-11-28,12.132,0.6,Dan Reichenbach,Corporate,Central,Furnishings,2.1761738940707995,
US-2015-159982,2015-11-28,82.368,0.2,Dan Reichenbach,Corporate,Central,Storage,9.56827021592398,
US-2015-159982,2015-11-28,53.92,0.2,Dan Reichenbach,Corporate,Central,Storage,6.507435922359997,
US-2015-159982,2015-11-28,647.904,0.2,Dan Reichenbach,Corporate,Central,Phones,78.58776856573789,
CA-2017-163139,2017-12-01,20.37,0.0,Craig Carreira,Consumer,East,Accessories,2.0256096816960203,
