Order ID,Order Date,Sales,Quantity,Profit,Discount,Customer ID,Customer Name,Segment,Region,State,City,Product ID,Category,Sub-Category,Marketing Spend
US-2017-118038,12/9/2017,9.708,3,-5.8248,0.6,KB-16600,Ken Brennan,Corporate,Central,Texas,Houston,FUR-FU-10000260,Furniture,Furnishings,3970.72
US-2017-118038,12/9/2017,27.24,3,2.724,0.2,KB-16600,Ken Brennan,Corporate,Central,Texas,Houston,OFF-ST-10000615,Office Supplies,Storage,833.2
US-2014-147606,11/26/2014,19.3,5,-14.475,0.6,JE-15745,Joel Eaton,Consumer,Central,Texas,Houston,FUR-FU-10003194,Furniture,Furnishings,2113.1
CA-2016-127208,6/12/2016,208.16,1,56.2032,0.0,SC-20770,Stewart Carmichael,Corporate,South,Alabama,Decatur,OFF-AP-10002118,Office Supplies,Appliances,1021.41
CA-2016-127208,6/12/2016,16.74,3,8.0352,0.0,SC-20770,Stewart Carmichael,Corporate,South,Alabama,Decatur,OFF-BI-10002309,Office Supplies,Binders,4383.97
CA-2014-139451,10/12/2014,14.9,5,4.172,0.0,DN-13690,Duane Noonan,Consumer,West,California,San Francisco,OFF-AR-10002053,Office Supplies,Art,3304.84
CA-2014-139451,10/12/2014,21.39,1,6.2031,0.0,DN-13690,Duane Noonan,Consumer,West,California,San Francisco,OFF-ST-10002370,Office Supplies,Storage,1989.04
CA-2015-149734,9/3/2015,200.984,7,62.8075,0.2,JC-16105,Julie Creighton,Corporate,South,North Carolina,Durham,OFF-EN-10000927,Office Supplies,Envelopes,786.01
US-2017-119662,11/13/2017,230.376,3,-48.9549,0.2,CS-12400,Christopher Schild,Home Office,Central,Illinois,Chicago,OFF-ST-10003656,Office Supplies,Storage,1899.42
CA-2017-140088,5/28/2017,301.96,2,33.2156,0.0,PO-18865,Patrick O'Donnell,Consumer,South,South Carolina,Columbia,FUR-CH-10000863,Furniture,Chairs,1963.32
CA-2017-155558,10/26/2017,19.99,1,6.7966,0.0,PG-18895,Paul Gonzalez,Consumer,Central,Minnesota,Rochester,TEC-AC-10001998,Technology,Accessories,3783.23
CA-2017-155558,10/26/2017,6.16,2,2.9568,0.0,PG-18895,Paul Gonzalez,Consumer,Central,Minnesota,Rochester,OFF-LA-10000134,Office Supplies,Labels,3369.01
CA-2016-159695,4/5/2016,158.368,7,13.8572,0.2,GM-14455,Gary Mitchum,Home Office,Central,Texas,Houston,OFF-ST-10003442,Office Supplies,Storage,4492.46
CA-2016-109806,9/17/2016,20.1,3,6.633,0.0,JS-15685,Jim Sink,Corporate,West,California,Los Angeles,OFF-AR-10004930,Office Supplies,Art,2624.97
CA-2016-109806,9/17/2016,73.584,2,8.2782,0.2,JS-15685,Jim Sink,Corporate,West,California,Los Angeles,TEC-PH-10004093,Technology,Phones,1038.17
CA-2016-109806,9/17/2016,6.48,1,3.1104,0.0,JS-15685,Jim Sink,Corporate,West,California,Los Angeles,OFF-PA-10000304,Office Supplies,Paper,3709.6
CA-2015-149587,1/31/2015,12.96,2,6.2208,0.0,KB-16315,Karl Braun,Consumer,Central,Minnesota,Minneapolis,OFF-PA-10003177,Office Supplies,Paper,3923.53
CA-2015-149587,1/31/2015,53.34,3,16.5354,0.0,KB-16315,Karl Braun,Consumer,Central,Minnesota,Minneapolis,FUR-FU-10003799,Furniture,Furnishings,3025.75
CA-2015-149587,1/31/2015,32.96,2,16.1504,0.0,KB-16315,Karl Braun,Consumer,Central,Minnesota,Minneapolis,OFF-BI-10002852,Office Supplies,Binders,3969.35
US-2017-109484,11/6/2017,5.682,1,-3.788,0.7,RB-19705,Roger Barcio,Home Office,West,Oregon,Portland,OFF-BI-10004738,Office Supplies,Binders,2722.08
CA-2017-161018,11/9/2017,96.53,7,40.5426,0.0,PN-18775,Parhena Norris,Home Office,East,New York,New York City,FUR-FU-10000629,Furniture,Furnishings,2852.3
CA-2017-157833,6/17/2017,51.312,3,17.9592,0.2,KD-16345,Katherine Ducich,Consumer,West,California,San Francisco,OFF-BI-10001721,Office Supplies,Binders,2423.93
CA-2016-149223,9/6/2016,77.88,6,22.5852,0.0,ER-13855,Elpida Rittenbach,Corporate,Central,Minnesota,Saint Paul,OFF-AP-10000358,Office Supplies,Appliances,614.39
CA-2016-158568,8/29/2016,64.624,7,22.6184,0.2,RB-19465,Rick Bensley,Home Office,Central,Illinois,Chicago,OFF-PA-10003256,Office Supplies,Paper,985.51
CA-2016-158568,8/29/2016,95.976,3,-10.7973,0.2,RB-19465,Rick Bensley,Home Office,Central,Illinois,Chicago,TEC-AC-10001767,Technology,Accessories,641.43
CA-2016-158568,8/29/2016,1.788,3,-3.0396,0.8,RB-19465,Rick Bensley,Home Office,Central,Illinois,Chicago,OFF-BI-10002609,Office Supplies,Binders,3363.85
CA-2016-129903,12/1/2016,23.92,4,11.7208,0.0,GZ-14470,Gary Zandusky,Consumer,Central,Minnesota,Rochester,OFF-PA-10004040,Office Supplies,Paper,1914.6
US-2015-156867,11/13/2015,238.896,6,-26.8758,0.2,LC-16870,Lena Cacioppo,Consumer,West,Colorado,Aurora,TEC-AC-10001552,Technology,Accessories,2788.57
US-2015-156867,11/13/2015,102.36,3,-3.8385,0.2,LC-16870,Lena Cacioppo,Consumer,West,Colorado,Aurora,FUR-FU-10004006,Furniture,Furnishings,4584.05
US-2015-156867,11/13/2015,36.882,3,-25.8174,0.7,LC-16870,Lena Cacioppo,Consumer,West,Colorado,Aurora,OFF-BI-10002794,Office Supplies,Binders,1621.82
CA-2017-119004,11/23/2017,74.112,8,17.6016,0.2,JM-15250,Janet Martin,Consumer,South,North Carolina,Charlotte,TEC-AC-10003499,Technology,Accessories,2346.72
CA-2017-119004,11/23/2017,27.992,1,2.0994,0.2,JM-15250,Janet Martin,Consumer,South,North Carolina,Charlotte,TEC-PH-10002844,Technology,Phones,3899.98
CA-2017-119004,11/23/2017,3.304,1,1.0738,0.2,JM-15250,Janet Martin,Consumer,South,North Carolina,Charlotte,OFF-AR-10000390,Office Supplies,Art,1529.59
CA-2015-129476,10/15/2015,339.96,5,67.992,0.2,PA-19060,Pete Armstrong,Home Office,Central,Illinois,Orland Park,TEC-AC-10000844,Technology,Accessories,846.41
CA-2017-146780,12/25/2017,41.96,2,10.9096,0.0,CV-12805,Cynthia Voltz,Corporate,East,New York,New York City,FUR-FU-10001934,Furniture,Furnishings,1803.88
CA-2016-128867,11/3/2016,75.96,2,22.788,0.0,CL-12565,Clay Ludtke,Consumer,Central,Iowa,Urbandale,OFF-AR-10000380,Office Supplies,Art,1225.5
CA-2016-128867,11/3/2016,27.24,6,13.3476,0.0,CL-12565,Clay Ludtke,Consumer,Central,Iowa,Urbandale,OFF-BI-10003981,Office Supplies,Binders,4683.64
CA-2014-115259,8/25/2014,40.096,14,14.5348,0.2,RC-19960,Ryan Crowe,Consumer,East,Ohio,Columbus,OFF-FA-10000621,Office Supplies,Fasteners,4136.54
CA-2014-115259,8/25/2014,4.72,2,1.652,0.2,RC-19960,Ryan Crowe,Consumer,East,Ohio,Columbus,OFF-EN-10002600,Office Supplies,Envelopes,3350.32
CA-2014-115259,8/25/2014,23.976,3,7.4925,0.2,RC-19960,Ryan Crowe,Consumer,East,Ohio,Columbus,OFF-PA-10004965,Office Supplies,Paper,4421.57
CA-2014-115259,8/25/2014,130.464,6,44.0316,0.2,RC-19960,Ryan Crowe,Consumer,East,Ohio,Columbus,OFF-EN-10002504,Office Supplies,Envelopes,4116.52
CA-2015-110457,3/2/2015,787.53,3,165.3813,0.0,DK-13090,Dave Kipp,Consumer,West,Washington,Seattle,FUR-TA-10001768,Furniture,Tables,1339.57
US-2015-136476,4/5/2015,157.794,1,-115.7156,0.7,GG-14650,Greg Guthrie,Corporate,South,Tennessee,Bristol,OFF-BI-10003650,Office Supplies,Binders,4516.52
CA-2016-103730,6/12/2016,47.04,3,18.3456,0.0,SC-20725,Steven Cartwright,Consumer,East,Delaware,Wilmington,FUR-FU-10002157,Furniture,Furnishings,2927.04
CA-2016-103730,6/12/2016,30.84,4,13.878,0.0,SC-20725,Steven Cartwright,Consumer,East,Delaware,Wilmington,OFF-BI-10003910,Office Supplies,Binders,4133.48
CA-2016-103730,6/12/2016,226.56,6,63.4368,0.0,SC-20725,Steven Cartwright,Consumer,East,Delaware,Wilmington,OFF-ST-10000777,Office Supplies,Storage,4532.41
CA-2016-103730,6/12/2016,115.02,9,51.759,0.0,SC-20725,Steven Cartwright,Consumer,East,Delaware,Wilmington,OFF-EN-10002500,Office Supplies,Envelopes,1931.02
CA-2016-103730,6/12/2016,68.04,7,19.7316,0.0,SC-20725,Steven Cartwright,Consumer,East,Delaware,Wilmington,TEC-PH-10003875,Technology,Phones,995.23
US-2014-152030,12/26/2014,600.558,3,-8.5794,0.3,AD-10180,Alan Dominguez,Home Office,Central,Texas,Houston,FUR-CH-10004063,Furniture,Chairs,1525.71
US-2014-134614,9/20/2014,617.7,6,-407.682,0.5,PF-19165,Philip Fox,Consumer,Central,Illinois,Bloomington,FUR-TA-10004534,Furniture,Tables,2421.99
US-2017-107272,11/5/2017,2.388,2,-1.8308,0.7,TS-21610,Troy Staebel,Consumer,West,Arizona,Phoenix,OFF-BI-10003274,Office Supplies,Binders,4181.07
US-2017-107272,11/5/2017,243.992,7,30.499,0.2,TS-21610,Troy Staebel,Consumer,West,Arizona,Phoenix,OFF-ST-10002974,Office Supplies,Storage,4373.29
US-2016-125969,11/6/2016,81.424,2,-9.1602,0.2,LS-16975,Lindsay Shagiari,Home Office,West,California,Los Angeles,FUR-CH-10001146,Furniture,Chairs,531.28
US-2016-125969,11/6/2016,238.56,3,26.2416,0.0,LS-16975,Lindsay Shagiari,Home Office,West,California,Los Angeles,FUR-FU-10003773,Furniture,Furnishings,2798.36
US-2017-164147,2/2/2017,59.97,5,-11.994,0.4,DW-13585,Dorothy Wardle,Corporate,East,Ohio,Columbus,TEC-PH-10002293,Technology,Phones,2378.35
US-2017-164147,2/2/2017,78.304,2,29.364,0.2,DW-13585,Dorothy Wardle,Corporate,East,Ohio,Columbus,OFF-PA-10002377,Office Supplies,Paper,1499.49
US-2017-164147,2/2/2017,21.456,9,6.9732,0.2,DW-13585,Dorothy Wardle,Corporate,East,Ohio,Columbus,OFF-FA-10002780,Office Supplies,Fasteners,1039.39
CA-2016-145583,10/13/2016,20.04,3,9.6192,0.0,LC-16885,Lena Creighton,Consumer,West,California,Roseville,OFF-PA-10001804,Office Supplies,Paper,2019.27
CA-2016-145583,10/13/2016,35.44,1,16.6568,0.0,LC-16885,Lena Creighton,Consumer,West,California,Roseville,OFF-PA-10001736,Office Supplies,Paper,4743.09
CA-2016-145583,10/13/2016,11.52,4,3.456,0.0,LC-16885,Lena Creighton,Consumer,West,California,Roseville,OFF-AR-10001149,Office Supplies,Art,1954.41
CA-2016-145583,10/13/2016,4.02,2,1.9698,0.0,LC-16885,Lena Creighton,Consumer,West,California,Roseville,OFF-FA-10002988,Office Supplies,Fasteners,2834.56
CA-2016-145583,10/13/2016,76.176,3,26.6616,0.2,LC-16885,Lena Creighton,Consumer,West,California,Roseville,OFF-BI-10004781,Office Supplies,Binders,3663.59
CA-2016-145583,10/13/2016,65.88,6,18.4464,0.0,LC-16885,Lena Creighton,Consumer,West,California,Roseville,OFF-SU-10001218,Office Supplies,Supplies,2136.33
CA-2016-145583,10/13/2016,43.12,14,20.6976,0.0,LC-16885,Lena Creighton,Consumer,West,California,Roseville,FUR-FU-10001706,Furniture,Furnishings,4873.02
CA-2016-110366,9/5/2016,82.8,2,10.35,0.2,JD-15895,Jonathan Doherty,Corporate,East,Pennsylvania,Philadelphia,FUR-FU-10004848,Furniture,Furnishings,4831.01
CA-2017-106180,9/18/2017,8.82,3,2.3814,0.0,SH-19975,Sally Hughsby,Corporate,West,California,San Francisco,OFF-AR-10000940,Office Supplies,Art,1633.02
CA-2017-106180,9/18/2017,10.86,3,5.1042,0.0,SH-19975,Sally Hughsby,Corporate,West,California,San Francisco,OFF-EN-10004030,Office Supplies,Envelopes,2737.62
CA-2017-106180,9/18/2017,143.7,3,68.976,0.0,SH-19975,Sally Hughsby,Corporate,West,California,San Francisco,OFF-PA-10004327,Office Supplies,Paper,1853.95
CA-2017-155376,12/22/2017,839.43,3,218.2518,0.0,SG-20080,Sandra Glassco,Consumer,Central,Missouri,Independence,OFF-AP-10001058,Office Supplies,Appliances,1781.78
CA-2015-110744,9/7/2015,671.93,7,20.1579,0.0,HA-14920,Helen Andreada,Consumer,West,California,Pasadena,OFF-ST-10003656,Office Supplies,Storage,665.99
CA-2014-110072,10/22/2014,93.888,4,12.9096,0.2,MG-17680,Maureen Gastineau,Home Office,East,Ohio,Newark,FUR-FU-10000521,Furniture,Furnishings,3243.04
CA-2016-114489,12/5/2016,384.45,11,103.8015,0.0,JE-16165,Justin Ellison,Corporate,Central,Wisconsin,Franklin,TEC-PH-10000215,Technology,Phones,2762.06
CA-2016-114489,12/5/2016,149.97,3,5.9988,0.0,JE-16165,Justin Ellison,Corporate,Central,Wisconsin,Franklin,TEC-PH-10001448,Technology,Phones,731.65
CA-2016-114489,12/5/2016,1951.84,8,585.552,0.0,JE-16165,Justin Ellison,Corporate,Central,Wisconsin,Franklin,FUR-CH-10000454,Furniture,Chairs,1753.91
CA-2016-114489,12/5/2016,171.55,5,80.6285,0.0,JE-16165,Justin Ellison,Corporate,Central,Wisconsin,Franklin,OFF-BI-10002735,Office Supplies,Binders,4587.2
CA-2016-158834,3/13/2016,157.92,5,17.766,0.2,TW-21025,Tamara Willingham,Home Office,West,Arizona,Scottsdale,OFF-AP-10000326,Office Supplies,Appliances,1578.03
CA-2016-158834,3/13/2016,203.184,2,15.2388,0.2,TW-21025,Tamara Willingham,Home Office,West,Arizona,Scottsdale,TEC-PH-10001254,Technology,Phones,1152.03
CA-2015-124919,5/31/2015,58.38,7,26.271,0.0,SP-20650,Stephanie Phelps,Corporate,West,California,San Jose,OFF-PA-10001950,Office Supplies,Paper,2702.54
CA-2015-124919,5/31/2015,105.52,4,48.5392,0.0,SP-20650,Stephanie Phelps,Corporate,West,California,San Jose,OFF-PA-10002254,Office Supplies,Paper,4935.43
