Order ID,Order Date,Sales,Discount,Customer Name,Segment,Region,Sub-Category,Marketing Spend,CustomerID
CA-2016-121755,2016-01-16,90.57,0.0,Eric Hoffmann,Consumer,West,Accessories,1398.53,
US-2015-150630,2015-09-17,3083.43,0.5,Tracy Blumstein,Consumer,East,Bookcases,2814.05,
US-2015-150630,2015-09-17,9.618,0.7,Tracy Blumstein,Consumer,East,Binders,3165.87,
US-2015-150630,2015-09-17,124.2,0.2,Tracy Blumstein,Consumer,East,Furnishings,709.03,
US-2015-150630,2015-09-17,3.264,0.2,Tracy Blumstein,Consumer,East,Envelopes,3233.95,
US-2015-150630,2015-09-17,86.304,0.2,Tracy Blumstein,Consumer,East,Art,1267.36,
US-2015-150630,2015-09-17,6.858,0.7,Tracy Blumstein,Consumer,East,Binders,792.73,
US-2015-150630,2015-09-17,15.76,0.2,Tracy Blumstein,Consumer,East,Art,4769.98,
CA-2017-107727,2017-10-19,29.472,0.2,Matt Abelman,Home Office,Central,Paper,4845.34,
CA-2016-117590,2016-12-08,1097.544,0.2,Gene Hale,Corporate,Central,Phones,4137.79,
CA-2016-117590,2016-12-08,190.92,0.6,Gene Hale,Corporate,Central,Furnishings,1870.76,
CA-2015-117415,2015-12-27,113.328,0.2,Steve Nguyen,Home Office,Central,Envelopes,939.52,
CA-2015-117415,2015-12-27,532.3992,0.32,Steve Nguyen,Home Office,Central,Bookcases,3579.05,
CA-2015-117415,2015-12-27,212.058,0.3,Steve Nguyen,Home Office,Central,Chairs,2480.69,
CA-2015-117415,2015-12-27,371.168,0.2,Steve Nguyen,Home Office,Central,Phones,1049.17,
CA-2017-120999,2017-09-10,147.168,0.2,Linda Cazamias,Corporate,Central,Phones,2728.3,
CA-2016-101343,2016-07-17,77.88,0.0,Ruben Ausman,Corporate,West,Storage,654.75,
CA-2017-139619,2017-09-19,95.616,0.2,Erin Smith,Corporate,South,Storage,4591.94,
CA-2016-118255,2016-03-11,45.98,0.0,Odella Nelson,Corporate,Central,Accessories,1664.51,
CA-2016-118255,2016-03-11,17.46,0.0,Odella Nelson,Corporate,Central,Binders,3481.35,
CA-2014-146703,2014-10-20,211.96,0.0,Patrick O'Donnell,Consumer,Central,Storage,1902.7,
CA-2016-169194,2016-06-20,45.0,0.0,Lena Hernandez,Consumer,East,Accessories,2840.31,
CA-2016-169194,2016-06-20,21.8,0.0,Lena Hernandez,Consumer,East,Phones,2960.2,
CA-2015-115742,2015-04-18,38.22,0.0,Darren Powers,Consumer,Central,Binders,1331.85,
CA-2015-115742,2015-04-18,75.18,0.0,Darren Powers,Consumer,Central,Labels,4863.13,
CA-2015-115742,2015-04-18,6.16,0.0,Darren Powers,Consumer,Central,Furnishings,3988.1,
CA-2015-115742,2015-04-18,89.99,0.0,Darren Powers,Consumer,Central,Chairs,4727.75,
CA-2016-105816,2016-12-11,15.26,0.0,Janet Molinari,Corporate,East,Fasteners,4526.72,
CA-2016-105816,2016-12-11,1029.95,0.0,Janet Molinari,Corporate,East,Phones,3190.55,
CA-2016-111682,2016-06-17,208.56,0.0,Ted Butterfield,Consumer,East,Storage,4648.43,
CA-2016-111682,2016-06-17,32.4,0.0,Ted Butterfield,Consumer,East,Paper,898.22,
CA-2016-111682,2016-06-17,319.41,0.1,Ted Butterfield,Consumer,East,Chairs,1381.92,
CA-2016-111682,2016-06-17,14.56,0.0,Ted Butterfield,Consumer,East,Paper,703.52,
CA-2016-111682,2016-06-17,30.0,0.0,Ted Butterfield,Consumer,East,Accessories,1963.99,
CA-2016-111682,2016-06-17,48.48,0.2,Ted Butterfield,Consumer,East,Binders,2249.05,
CA-2016-111682,2016-06-17,1.68,0.0,Ted Butterfield,Consumer,East,Art,1721.07,
CA-2015-135545,2015-11-24,13.98,0.0,Kunst Miller,Consumer,West,Accessories,4229.32,
CA-2015-135545,2015-11-24,25.824,0.2,Kunst Miller,Consumer,West,Binders,2105.39,
CA-2015-135545,2015-11-24,146.73,0.0,Kunst Miller,Consumer,West,Paper,1764.21,
CA-2015-135545,2015-11-24,79.76,0.0,Kunst Miller,Consumer,West,Furnishings,2942.13,
US-2015-164175,2015-04-30,213.115,0.3,Paul Stevenson,Home Office,Central,Chairs,1134.16,
CA-2014-106376,2014-12-05,1113.024,0.2,Brendan Sweed,Corporate,West,Art,4109.89,
CA-2014-106376,2014-12-05,167.968,0.2,Brendan Sweed,Corporate,West,Phones,835.48,
CA-2016-119823,2016-06-04,75.88,0.0,Karen Daniels,Consumer,South,Paper,4940.99,
CA-2016-106075,2016-09-18,4.616,0.2,Henry MacAllister,Consumer,East,Binders,3975.1,
CA-2017-114440,2017-09-14,19.05,0.0,Tracy Blumstein,Consumer,Central,Paper,1394.22,
US-2015-134026,2015-04-26,831.936,0.2,Joel Eaton,Consumer,South,Chairs,524.85,
US-2015-134026,2015-04-26,97.04,0.2,Joel Eaton,Consumer,South,Furnishings,4169.58,
US-2015-134026,2015-04-26,72.784,0.2,Joel Eaton,Consumer,South,Storage,3680.86,
US-2017-118038,2017-12-09,1.248,0.8,Ken Brennan,Corporate,Central,Binders,3780.53,
US-2017-118038,2017-12-09,9.708,0.6,Ken Brennan,Corporate,Central,Furnishings,3970.72,
US-2017-118038,2017-12-09,27.24,0.2,Ken Brennan,Corporate,Central,Storage,833.2,
US-2014-147606,2014-11-26,19.3,0.6,Joel Eaton,Consumer,Central,Furnishings,2113.1,
CA-2016-127208,2016-06-12,208.16,0.0,Stewart Carmichael,Corporate,South,Appliances,1021.41,
CA-2016-127208,2016-06-12,16.74,0.0,Stewart Carmichael,Corporate,South,Binders,4383.97,
CA-2014-139451,2014-10-12,14.9,0.0,Duane Noonan,Consumer,West,Art,3304.84,
CA-2014-139451,2014-10-12,21.39,0.0,Duane Noonan,Consumer,West,Storage,1989.04,
CA-2015-149734,2015-09-03,200.984,0.2,Julie Creighton,Corporate,South,Envelopes,786.01,
US-2017-119662,2017-11-13,230.376,0.2,Christopher Schild,Home Office,Central,Storage,1899.42,
CA-2017-140088,2017-05-28,301.96,0.0,Patrick O'Donnell,Consumer,South,Chairs,1963.32,
CA-2017-155558,2017-10-26,19.99,0.0,Paul Gonzalez,Consumer,Central,Accessories,3783.23,
CA-2017-155558,2017-10-26,6.16,0.0,Paul Gonzalez,Consumer,Central,Labels,3369.01,
CA-2016-159695,2016-04-05,158.368,0.2,Gary Mitchum,Home Office,Central,Storage,4492.46,
CA-2016-109806,2016-09-17,20.1,0.0,Jim Sink,Corporate,West,Art,2624.97,
CA-2016-109806,2016-09-17,73.584,0.2,Jim Sink,Corporate,West,Phones,1038.17,
CA-2016-109806,2016-09-17,6.48,0.0,Jim Sink,Corporate,West,Paper,3709.6,
CA-2015-149587,2015-01-31,12.96,0.0,Karl Braun,Consumer,Central,Paper,3923.53,
CA-2015-149587,2015-01-31,53.34,0.0,Karl Braun,Consumer,Central,Furnishings,3025.75,
CA-2015-149587,2015-01-31,32.96,0.0,Karl Braun,Consumer,Central,Binders,3969.35,
US-2017-109484,2017-11-06,5.682,0.7,Roger Barcio,Home Office,West,Binders,2722.08,
CA-2017-161018,2017-11-09,96.53,0.0,Parhena Norris,Home Office,East,Furnishings,2852.3,
CA-2017-157833,2017-06-17,51.312,0.2,Katherine Ducich,Consumer,West,Binders,2423.93,
CA-2016-149223,2016-09-06,77.88,0.0,Elpida Rittenbach,Corporate,Central,Appliances,614.39,
CA-2016-158568,2016-08-29,64.624,0.2,Rick Bensley,Home Office,Central,Paper,985.51,
CA-2016-158568,2016-08-29,95.976,0.2,Rick Bensley,Home Office,Central,Accessories,641.43,
CA-2016-158568,2016-08-29,1.788,0.8,Rick Bensley,Home Office,Central,Binders,3363.85,
CA-2016-129903,2016-12-01,23.92,0.0,Gary Zandusky,Consumer,Central,Paper,1914.6,
US-2015-156867,2015-11-13,238.896,0.2,Lena Cacioppo,Consumer,West,Accessories,2788.57,
US-2015-156867,2015-11-13,102.36,0.2,Lena Cacioppo,Consumer,West,Furnishings,4584.05,
US-2015-156867,2015-11-13,36.882,0.7,Lena Cacioppo,Consumer,West,Binders,1621.82,
CA-2017-119004,2017-11-23,74.112,0.2,Janet Martin,Consumer,South,Accessories,2346.72,
CA-2017-119004,2017-11-23,27.992,0.2,Janet Martin,Consumer,South,Phones,3899.98,
CA-2017-119004,2017-11-23,3.304,0.2,Janet Martin,Consumer,South,Art,1529.59,
CA-2015-129476,2015-10-15,339.96,0.2,Pete Armstrong,Home Office,Central,Accessories,846.41,
CA-2017-146780,2017-12-25,41.96,0.0,Cynthia Voltz,Corporate,East,Furnishings,1803.88,
CA-2016-128867,2016-11-03,75.96,0.0,Clay Ludtke,Consumer,Central,Art,1225.5,
CA-2016-128867,2016-11-03,27.24,0.0,Clay Ludtke,Consumer,Central,Binders,4683.64,
CA-2014-115259,2014-08-25,40.096,0.2,Ryan Crowe,Consumer,East,Fasteners,4136.54,
CA-2014-115259,2014-08-25,4.72,0.2,Ryan Crowe,Consumer,East,Envelopes,3350.32,
CA-2014-115259,2014-08-25,23.976,0.2,Ryan Crowe,Consumer,East,Paper,4421.57,
CA-2014-115259,2014-08-25,130.464,0.2,Ryan Crowe,Consumer,East,Envelopes,4116.52,
CA-2015-110457,2015-03-02,787.53,0.0,Dave Kipp,Consumer,West,Tables,1339.57,
US-2015-136476,2015-04-05,157.794,0.7,Greg Guthrie,Corporate,South,Binders,4516.52,
CA-2016-103730,2016-06-12,47.04,0.0,Steven Cartwright,Consumer,East,Furnishings,2927.04,
CA-2016-103730,2016-06-12,30.84,0.0,Steven Cartwright,Consumer,East,Binders,4133.48,
CA-2016-103730,2016-06-12,226.56,0.0,Steven Cartwright,Consumer,East,Storage,4532.41,
CA-2016-103730,2016-06-12,115.02,0.0,Steven Cartwright,Consumer,East,Envelopes,1931.02,
CA-2016-103730,2016-06-12,68.04,0.0,Steven Cartwright,Consumer,East,Phones,995.23,
US-2014-152030,2014-12-26,600.558,0.3,Alan Dominguez,Home Office,Central,Chairs,1525.71,
US-2014-134614,2014-09-20,617.7,0.5,Philip Fox,Consumer,Central,Tables,2421.99,
US-2017-107272,2017-11-05,2.388,0.7,Troy Staebel,Consumer,West,Binders,4181.07,
US-2017-107272,2017-11-05,243.992,0.2,Troy Staebel,Consumer,West,Storage,4373.29,
US-2016-125969,2016-11-06,81.424,0.2,Lindsay Shagiari,Home Office,West,Chairs,531.28,
US-2016-125969,2016-11-06,238.56,0.0,Lindsay Shagiari,Home Office,West,Furnishings,2798.36,
US-2017-164147,2017-02-02,59.97,0.4,Dorothy Wardle,Corporate,East,Phones,2378.35,
US-2017-164147,2017-02-02,78.304,0.2,Dorothy Wardle,Corporate,East,Paper,1499.49,
US-2017-164147,2017-02-02,21.456,0.2,Dorothy Wardle,Corporate,East,Fasteners,1039.39,
CA-2016-145583,2016-10-13,20.04,0.0,Lena Creighton,Consumer,West,Paper,2019.27,
CA-2016-145583,2016-10-13,35.44,0.0,Lena Creighton,Consumer,West,Paper,4743.09,
CA-2016-145583,2016-10-13,11.52,0.0,Lena Creighton,Consumer,West,Art,1954.41,
CA-2016-145583,2016-10-13,4.02,0.0,Lena Creighton,Consumer,West,Fasteners,2834.56,
CA-2016-145583,2016-10-13,76.176,0.2,Lena Creighton,Consumer,West,Binders,3663.59,
CA-2016-145583,2016-10-13,65.88,0.0,Lena Creighton,Consumer,West,Supplies,2136.33,
CA-2016-145583,2016-10-13,43.12,0.0,Lena Creighton,Consumer,West,Furnishings,4873.02,
CA-2016-110366,2016-09-05,82.8,0.2,Jonathan Doherty,Corporate,East,Furnishings,4831.01,
CA-2017-106180,2017-09-18,8.82,0.0,Sally Hughsby,Corporate,West,Art,1633.02,
CA-2017-106180,2017-09-18,10.86,0.0,Sally Hughsby,Corporate,West,Envelopes,2737.62,
CA-2017-106180,2017-09-18,143.7,0.0,Sally Hughsby,Corporate,West,Paper,1853.95,
CA-2017-155376,2017-12-22,839.43,0.0,Sandra Glassco,Consumer,Central,Appliances,1781.78,
CA-2015-110744,2015-09-07,671.93,0.0,Helen Andreada,Consumer,West,Storage,665.99,
CA-2014-110072,2014-10-22,93.888,0.2,Maureen Gastineau,Home Office,East,Furnishings,3243.04,
CA-2016-114489,2016-12-05,384.45,0.0,Justin Ellison,Corporate,Central,Phones,2762.06,
CA-2016-114489,2016-12-05,149.97,0.0,Justin Ellison,Corporate,Central,Phones,731.65,
CA-2016-114489,2016-12-05,1951.84,0.0,Justin Ellison,Corporate,Central,Chairs,1753.91,
CA-2016-114489,2016-12-05,171.55,0.0,Justin Ellison,Corporate,Central,Binders,4587.2,
CA-2016-158834,2016-03-13,157.92,0.2,Tamara Willingham,Home Office,West,Appliances,1578.03,
CA-2016-158834,2016-03-13,203.184,0.2,Tamara Willingham,Home Office,West,Phones,1152.03,
CA-2015-124919,2015-05-31,58.38,0.0,Stephanie Phelps,Corporate,West,Paper,2702.54,
CA-2015-124919,2015-05-31,105.52,0.0,Stephanie Phelps,Corporate,West,Paper,4935.43,
CA-2015-124919,2015-05-31,80.88,0.0,Stephanie Phelps,Corporate,West,Storage,1589.25,
CA-2015-118948,2015-05-28,6.63,0.0,Neil Knudson,Home Office,West,Art,3524.61,
CA-2014-104269,2014-03-01,457.568,0.2,Dave Brooks,Consumer,West,Chairs,3927.29,
CA-2016-114104,2016-11-20,14.62,0.0,Nora Paige,Consumer,Central,Labels,1569.37,
CA-2016-114104,2016-11-20,944.93,0.0,Nora Paige,Consumer,Central,Phones,3776.97,
CA-2016-162733,2016-05-11,5.98,0.0,Ted Trevino,Consumer,West,Paper,2155.02,
CA-2015-119697,2015-12-28,54.384,0.2,Eric Murdock,Consumer,East,Accessories,3345.38,
CA-2016-154508,2016-11-16,28.4,0.0,Ruben Dartt,Consumer,West,Envelopes,3350.88,
CA-2016-113817,2016-11-07,27.68,0.2,Max Jones,Consumer,West,Binders,2910.99,
CA-2014-139892,2014-09-08,9.936,0.2,Becky Martin,Consumer,Central,Art,906.3,
CA-2014-139892,2014-09-08,8159.952,0.4,Becky Martin,Consumer,Central,Machines,4258.86,
CA-2014-139892,2014-09-08,275.928,0.2,Becky Martin,Consumer,Central,Storage,1943.51,
CA-2014-139892,2014-09-08,1740.06,0.3,Becky Martin,Consumer,Central,Chairs,1339.33,
CA-2014-139892,2014-09-08,32.064,0.2,Becky Martin,Consumer,Central,Art,683.49,
CA-2014-139892,2014-09-08,177.98,0.8,Becky Martin,Consumer,Central,Appliances,3159.02,
CA-2014-139892,2014-09-08,143.976,0.2,Becky Martin,Consumer,Central,Phones,3549.04,
CA-2014-118962,2014-08-05,20.94,0.0,Chad Sievert,Consumer,West,Paper,574.65,
CA-2014-118962,2014-08-05,110.96,0.0,Chad Sievert,Consumer,West,Paper,2804.42,
CA-2014-118962,2014-08-05,340.144,0.2,Chad Sievert,Consumer,West,Chairs,1519.23,
US-2014-100853,2014-09-14,52.448,0.8,Jennifer Braxton,Corporate,Central,Appliances,3403.28,
US-2014-100853,2014-09-14,20.16,0.2,Jennifer Braxton,Corporate,Central,Labels,1284.65,
US-2017-152366,2017-04-21,97.264,0.8,Shirley Jackson,Consumer,Central,Appliances,3609.22,
US-2015-101511,2015-11-21,396.802,0.3,Joel Eaton,Consumer,East,Chairs,2240.31,
US-2015-101511,2015-11-21,15.88,0.2,Joel Eaton,Consumer,East,Supplies,4715.28,
CA-2015-137225,2015-12-15,3.28,0.0,Jim Kriz,Home Office,East,Art,1118.84,
CA-2014-166191,2014-12-05,24.816,0.2,David Kendrick,Corporate,Central,Storage,2034.8,
CA-2014-166191,2014-12-05,408.744,0.2,David Kendrick,Corporate,Central,Accessories,1010.63,
CA-2014-158274,2014-11-19,503.96,0.0,Robert Marley,Home Office,South,Phones,4661.12,
CA-2014-158274,2014-11-19,149.95,0.0,Robert Marley,Home Office,South,Phones,4448.03,
CA-2014-158274,2014-11-19,29.0,0.0,Robert Marley,Home Office,South,Accessories,1660.74,
CA-2016-105018,2016-11-28,7.16,0.0,Sally Knutson,Consumer,East,Binders,3469.93,
CA-2014-123260,2014-08-26,176.8,0.0,Frank Merwin,Home Office,West,Accessories,4177.5,
CA-2016-157000,2016-07-16,37.224,0.2,Alice McCarthy,Corporate,Central,Storage,2998.4,
CA-2016-157000,2016-07-16,20.016,0.2,Alice McCarthy,Corporate,Central,Paper,2883.43,
CA-2015-102281,2015-10-12,899.136,0.2,Mark Packer,Home Office,East,Bookcases,1588.34,
CA-2015-102281,2015-10-12,71.76,0.0,Mark Packer,Home Office,East,Phones,918.96,
CA-2015-102281,2015-10-12,51.84,0.0,Mark Packer,Home Office,East,Paper,4537.47,
CA-2015-102281,2015-10-12,626.352,0.2,Mark Packer,Home Office,East,Bookcases,4551.88,
CA-2015-102281,2015-10-12,19.9,0.0,Mark Packer,Home Office,East,Art,3348.96,
CA-2015-131457,2015-10-31,14.28,0.0,Mary Zewe,Corporate,West,Envelopes,2025.63,
CA-2014-140004,2014-03-21,7.408,0.2,Cassandra Brandow,Consumer,East,Art,2071.44,
CA-2014-140004,2014-03-21,6.048,0.2,Cassandra Brandow,Consumer,East,Art,3766.8,
CA-2017-107720,2017-11-06,46.26,0.0,Valerie Mitchum,Home Office,East,Storage,4537.0,
US-2017-124303,2017-07-06,2.946,0.7,Fred Hopkins,Corporate,East,Binders,4491.89,
US-2017-124303,2017-07-06,16.056,0.2,Fred Hopkins,Corporate,East,Paper,4009.44,
CA-2017-105074,2017-06-24,21.744,0.2,Maria Bertelson,Consumer,East,Paper,3389.14,
CA-2014-133690,2014-08-03,218.75,0.5,Bruce Stewart,Consumer,West,Tables,878.63,
CA-2014-133690,2014-08-03,2.6,0.2,Bruce Stewart,Consumer,West,Appliances,1227.33,
US-2017-116701,2017-12-17,66.284,0.8,Logan Currie,Consumer,Central,Appliances,4543.49,
CA-2017-126382,2017-06-03,35.168,0.2,Heather Kirkland,Corporate,South,Furnishings,3228.93,
CA-2017-108329,2017-12-09,444.768,0.2,Laurel Elliston,Consumer,West,Phones,541.39,
CA-2017-135860,2017-12-01,83.92,0.0,Joseph Holt,Consumer,Central,Storage,956.62,
CA-2017-135860,2017-12-01,131.98,0.0,Joseph Holt,Consumer,Central,Phones,3485.76,
CA-2017-135860,2017-12-01,15.92,0.0,Joseph Holt,Consumer,Central,Binders,522.78,
CA-2017-135860,2017-12-01,52.29,0.0,Joseph Holt,Consumer,Central,Fasteners,1223.64,
CA-2017-135860,2017-12-01,91.99,0.0,Joseph Holt,Consumer,Central,Storage,2969.3,
CA-2015-101007,2015-02-09,20.8,0.2,Michael Stewart,Corporate,Central,Accessories,3613.53,
CA-2015-146262,2015-01-02,23.68,0.2,Victoria Wilson,Corporate,East,Labels,3433.83,
CA-2015-146262,2015-01-02,452.45,0.5,Victoria Wilson,Corporate,East,Bookcases,1509.21,
CA-2015-146262,2015-01-02,62.982,0.4,Victoria Wilson,Corporate,East,Phones,3704.81,
CA-2015-146262,2015-01-02,1188.0,0.7,Victoria Wilson,Corporate,East,Machines,1567.62,
CA-2015-146262,2015-01-02,89.584,0.2,Victoria Wilson,Corporate,East,Accessories,1964.3,
CA-2016-130162,2016-10-28,93.06,0.0,Jonathan Howell,Consumer,West,Storage,3859.21,
CA-2016-130162,2016-10-28,302.376,0.2,Jonathan Howell,Consumer,West,Phones,3423.35,
CA-2015-169397,2015-12-24,5.584,0.2,Joni Blumstein,Consumer,East,Fasteners,4321.51,
CA-2015-169397,2015-12-24,22.704,0.2,Joni Blumstein,Consumer,East,Paper,3459.26,
CA-2015-169397,2015-12-24,19.776,0.7,Joni Blumstein,Consumer,East,Binders,3057.39,
CA-2015-169397,2015-12-24,72.704,0.2,Joni Blumstein,Consumer,East,Furnishings,921.54,
CA-2015-169397,2015-12-24,479.988,0.7,Joni Blumstein,Consumer,East,Machines,2154.72,
CA-2015-169397,2015-12-24,27.168,0.2,Joni Blumstein,Consumer,East,Art,1693.41,
CA-2015-163055,2015-08-09,2.2,0.0,David Smith,Corporate,Central,Art,1597.95,
CA-2015-163055,2015-08-09,622.45,0.0,David Smith,Corporate,Central,Tables,4878.55,
CA-2015-163055,2015-08-09,21.98,0.0,David Smith,Corporate,Central,Storage,2268.94,
US-2015-145436,2015-02-28,161.568,0.2,Valerie Dominguez,Consumer,South,Chairs,4514.21,
US-2015-145436,2015-02-28,389.696,0.2,Valerie Dominguez,Consumer,South,Chairs,3340.12,
US-2014-156216,2014-09-13,18.648,0.7,Erin Ashbrook,Corporate,South,Binders,4076.65,
US-2017-100930,2017-04-07,233.86,0.45,Christopher Schild,Home Office,South,Tables,2761.87,
US-2017-100930,2017-04-07,620.6145,0.45,Christopher Schild,Home Office,South,Tables,3096.07,
US-2017-100930,2017-04-07,5.328,0.7,Christopher Schild,Home Office,South,Binders,2716.33,
US-2017-100930,2017-04-07,258.072,0.2,Christopher Schild,Home Office,South,Furnishings,1378.59,
US-2017-100930,2017-04-07,617.976,0.2,Christopher Schild,Home Office,South,Accessories,3751.03,
CA-2017-160514,2017-11-12,10.56,0.0,David Bremer,Corporate,West,Paper,1763.48,
CA-2016-157749,2016-06-04,25.92,0.2,Ken Lonsdale,Consumer,Central,Paper,609.42,
CA-2016-157749,2016-06-04,419.68,0.6,Ken Lonsdale,Consumer,Central,Furnishings,3404.63,
CA-2016-157749,2016-06-04,11.688,0.6,Ken Lonsdale,Consumer,Central,Furnishings,1297.0,
CA-2016-157749,2016-06-04,31.984,0.2,Ken Lonsdale,Consumer,Central,Phones,4732.06,
CA-2016-157749,2016-06-04,177.225,0.5,Ken Lonsdale,Consumer,Central,Tables,4792.68,
CA-2016-157749,2016-06-04,4.044,0.6,Ken Lonsdale,Consumer,Central,Furnishings,4616.89,
CA-2016-157749,2016-06-04,7.408,0.2,Ken Lonsdale,Consumer,Central,Art,2165.71,
CA-2014-131926,2014-06-01,2001.86,0.0,Dianna Wilson,Home Office,Central,Chairs,569.55,
CA-2014-131926,2014-06-01,166.72,0.0,Dianna Wilson,Home Office,Central,Storage,4677.43,
CA-2014-131926,2014-06-01,47.88,0.0,Dianna Wilson,Home Office,Central,Paper,2426.83,
CA-2014-131926,2014-06-01,1503.25,0.0,Dianna Wilson,Home Office,Central,Appliances,4849.95,
CA-2014-131926,2014-06-01,25.92,0.0,Dianna Wilson,Home Office,Central,Paper,4836.29,
CA-2016-154739,2016-12-10,321.568,0.2,Logan Haushalter,Consumer,West,Chairs,4338.54,
CA-2016-145625,2016-09-11,7.61,0.0,Kelly Collister,Consumer,West,Paper,1825.02,
CA-2016-145625,2016-09-11,3347.37,0.0,Kelly Collister,Consumer,West,Accessories,2232.94,
CA-2016-146941,2016-12-10,80.58,0.0,Delfina Latchford,Consumer,East,Storage,4330.12,
CA-2016-146941,2016-12-10,361.92,0.0,Delfina Latchford,Consumer,East,Envelopes,1926.15,
US-2015-159982,2015-11-28,12.132,0.6,Dan Reichenbach,Corporate,Central,Furnishings,1262.72,
US-2015-159982,2015-11-28,82.368,0.2,Dan Reichenbach,Corporate,Central,Storage,3005.61,
US-2015-159982,2015-11-28,53.92,0.2,Dan Reichenbach,Corporate,Central,Storage,4712.7,
US-2015-159982,2015-11-28,647.904,0.2,Dan Reichenbach,Corporate,Central,Phones,3632.13,
CA-2017-163139,2017-12-01,20.37,0.0,Craig Carreira,Consumer,East,Accessories,3065.28,
CA-2017-163139,2017-12-01,221.55,0.0,Craig Carreira,Consumer,East,Storage,937.29,
CA-2017-163139,2017-12-01,17.52,0.2,Craig Carreira,Consumer,East,Binders,3267.53,
US-2017-155299,2017-06-08,1.624,0.8,Dorris liebe,Corporate,Central,Appliances,4955.24,
US-2014-106992,2014-09-19,3059.982,0.4,Sean Braxton,Corporate,Central,Machines,1130.38,
US-2014-106992,2014-09-19,2519.958,0.4,Sean Braxton,Corporate,Central,Machines,2832.48,
CA-2016-125318,2016-06-06,328.224,0.2,Roy Collins,Consumer,Central,Phones,4448.18,
CA-2015-155040,2015-11-10,79.9,0.0,Alan Hwang,Consumer,West,Accessories,3833.46,
CA-2017-136826,2017-06-16,14.016,0.2,Claudia Bergmann,Corporate,South,Art,3636.57,
CA-2016-111010,2016-01-22,7.56,0.0,Paul Gonzalez,Consumer,East,Fasteners,3661.18,
US-2017-145366,2017-12-09,37.208,0.2,Christine Abelman,Corporate,East,Storage,2117.71,
US-2017-145366,2017-12-09,57.576,0.2,Christine Abelman,Corporate,East,Envelopes,1821.16,
CA-2017-163979,2017-12-28,725.84,0.0,Kristen Hastings,Corporate,West,Storage,4142.13,
CA-2015-155334,2015-07-30,209.93,0.0,Helen Andreada,Consumer,West,Accessories,4145.51,
CA-2015-155334,2015-07-30,5.28,0.0,Helen Andreada,Consumer,West,Furnishings,4401.83,
CA-2015-155334,2015-07-30,10.92,0.2,Helen Andreada,Consumer,West,Binders,4609.58,
CA-2017-118136,2017-09-16,8.82,0.0,Barry Blumstein,Corporate,West,Paper,2801.04,
CA-2017-118136,2017-09-16,5.98,0.0,Barry Blumstein,Corporate,West,Art,2756.82,
CA-2017-132976,2017-10-13,11.648,0.2,Andrew Gjertsen,Corporate,East,Paper,4092.33,
